REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2024/09/13 15:45:00,6324.79,10.66,TRADE
NSW1,2024/09/13 15:50:00,6416.05,10.47,TRADE
NSW1,2024/09/13 15:55:00,6508.71,-18.57,TRADE
NSW1,2024/09/13 16:00:00,6593.9,0,TRADE
NSW1,2024/09/13 16:05:00,6719.24,-18.62,TRADE
NSW1,2024/09/13 16:10:00,6844.01,-18.84,TRADE
NSW1,2024/09/13 16:15:00,6877.94,-1.78,TRADE
NSW1,2024/09/13 16:20:00,7006.52,15.30,TRADE
NSW1,2024/09/13 16:25:00,7154.48,73.65,TRADE
NSW1,2024/09/13 16:30:00,7317.9,139.35,TRADE
NSW1,2024/09/13 16:35:00,7297.66,-18.85,TRADE
NSW1,2024/09/13 16:40:00,7495.76,0.02,TRADE
NSW1,2024/09/13 16:45:00,7603.86,57.02,TRADE
NSW1,2024/09/13 16:50:00,7677.91,82.84,TRADE
NSW1,2024/09/13 16:55:00,7775.16,98.70,TRADE
NSW1,2024/09/13 17:00:00,7890.85,85.46,TRADE
NSW1,2024/09/13 17:05:00,7926.64,88.89,TRADE
NSW1,2024/09/13 17:10:00,7969.52,103.97,TRADE
NSW1,2024/09/13 17:15:00,8030.13,88.52,TRADE
NSW1,2024/09/13 17:20:00,8157.09,128.33,TRADE
NSW1,2024/09/13 17:25:00,8179.68,118.61,TRADE
NSW1,2024/09/13 17:30:00,8278.98,130,TRADE
NSW1,2024/09/13 17:35:00,8320.41,116.90,TRADE
NSW1,2024/09/13 17:40:00,8475.87,141.18,TRADE
NSW1,2024/09/13 17:45:00,8533.34,143.41,TRADE
NSW1,2024/09/13 17:50:00,8605.65,155.69,TRADE
NSW1,2024/09/13 17:55:00,8607.26,135.49,TRADE
NSW1,2024/09/13 18:00:00,8787.32,159.08,TRADE
NSW1,2024/09/13 18:05:00,8765.82,156.07,TRADE
NSW1,2024/09/13 18:10:00,8840.47,171.76,TRADE
NSW1,2024/09/13 18:15:00,8816.02,150.42,TRADE
NSW1,2024/09/13 18:20:00,8898.22,172.95,TRADE
NSW1,2024/09/13 18:25:00,8871.13,137.48,TRADE
NSW1,2024/09/13 18:30:00,8925.16,151.61,TRADE
NSW1,2024/09/13 18:35:00,8906.1,130,TRADE
NSW1,2024/09/13 18:40:00,8930.49,134.18,TRADE
NSW1,2024/09/13 18:45:00,8934.33,130,TRADE
NSW1,2024/09/13 18:50:00,8850.16,130,TRADE
NSW1,2024/09/13 18:55:00,8866.15,130,TRADE
NSW1,2024/09/13 19:00:00,8815.19,130,TRADE
NSW1,2024/09/13 19:05:00,8735.82,114.94,TRADE
NSW1,2024/09/13 19:10:00,8750.87,110.31,TRADE
NSW1,2024/09/13 19:15:00,8736.53,100,TRADE
NSW1,2024/09/13 19:20:00,8709.41,93.70,TRADE
NSW1,2024/09/13 19:25:00,8721.95,100,TRADE
NSW1,2024/09/13 19:30:00,8659.71,100,TRADE
NSW1,2024/09/13 19:35:00,8663.24,107,TRADE
NSW1,2024/09/13 19:40:00,8648.7,112.71,TRADE
NSW1,2024/09/13 19:45:00,8526.5,93.91,TRADE
NSW1,2024/09/13 19:50:00,8508.82,100,TRADE
NSW1,2024/09/13 19:55:00,8594.75,100,TRADE
NSW1,2024/09/13 20:00:00,8576.4,96.58,TRADE
NSW1,2024/09/13 20:05:00,8545.41,100,TRADE
NSW1,2024/09/13 20:10:00,8502.99,88.89,TRADE
NSW1,2024/09/13 20:15:00,8433.13,88.89,TRADE
NSW1,2024/09/13 20:20:00,8509.84,105.58,TRADE
NSW1,2024/09/13 20:25:00,8467.08,100,TRADE
NSW1,2024/09/13 20:30:00,8413.93,81.91,TRADE
NSW1,2024/09/13 20:35:00,8408.16,105.90,TRADE
NSW1,2024/09/13 20:40:00,8422.23,110.82,TRADE
NSW1,2024/09/13 20:45:00,8369.84,102.71,TRADE
NSW1,2024/09/13 20:50:00,8414.96,107.37,TRADE
NSW1,2024/09/13 20:55:00,8353.92,107.49,TRADE
NSW1,2024/09/13 21:00:00,8256.16,94.11,TRADE
NSW1,2024/09/13 21:05:00,8179.62,94.11,TRADE
NSW1,2024/09/13 21:10:00,8216.63,109.01,TRADE
NSW1,2024/09/13 21:15:00,8157.2,88.89,TRADE
NSW1,2024/09/13 21:20:00,8211.54,88.89,TRADE
NSW1,2024/09/13 21:25:00,8162.6,79.16,TRADE
NSW1,2024/09/13 21:30:00,8142.06,79.70,TRADE
NSW1,2024/09/13 21:35:00,8020.27,78,TRADE
NSW1,2024/09/13 21:40:00,8068.23,79.82,TRADE
NSW1,2024/09/13 21:45:00,8040.06,70,TRADE
NSW1,2024/09/13 21:50:00,7918.94,60.48,TRADE
NSW1,2024/09/13 21:55:00,7938.71,80.03,TRADE
NSW1,2024/09/13 22:00:00,7924.91,75.60,TRADE
NSW1,2024/09/13 22:05:00,7785.62,88.89,TRADE
NSW1,2024/09/13 22:10:00,7899.16,94.11,TRADE
NSW1,2024/09/13 22:15:00,7944.49,88.89,TRADE
NSW1,2024/09/13 22:20:00,7994.91,88.89,TRADE
NSW1,2024/09/13 22:25:00,7928.01,76,TRADE
NSW1,2024/09/13 22:30:00,7959.44,72.22,TRADE
NSW1,2024/09/13 22:35:00,8000.42,111.55,TRADE
NSW1,2024/09/13 22:40:00,7917.35,97.60,TRADE
NSW1,2024/09/13 22:45:00,7834.61,94.11,TRADE
NSW1,2024/09/13 22:50:00,7817.14,88.89,TRADE
NSW1,2024/09/13 22:55:00,7818.62,96.33,TRADE
NSW1,2024/09/13 23:00:00,7816.57,76.96,TRADE
NSW1,2024/09/13 23:05:00,7736.88,78.08,TRADE
NSW1,2024/09/13 23:10:00,7702.66,88.89,TRADE
NSW1,2024/09/13 23:15:00,7717.49,118.86,TRADE
NSW1,2024/09/13 23:20:00,7716.71,100.01,TRADE
NSW1,2024/09/13 23:25:00,7619.31,94.11,TRADE
NSW1,2024/09/13 23:30:00,7632.11,94.11,TRADE
NSW1,2024/09/13 23:35:00,7646.55,99.18,TRADE
NSW1,2024/09/13 23:40:00,7668.13,99.68,TRADE
NSW1,2024/09/13 23:45:00,7643.93,88.89,TRADE
NSW1,2024/09/13 23:50:00,7588.7,81.53,TRADE
NSW1,2024/09/13 23:55:00,7555.72,82.13,TRADE
NSW1,2024/09/14 00:00:00,7481.76,88.89,TRADE
