universal_time,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability,Altitude,Latitude,Longitude,date
2021-11-25T00:00:00.0/2021-11-26T00:00:00.0,2526.9697,1629.4685,1160.4520,469.0166,4613.5713,435.6575,12.5619,423.0956,148.6941,0.9757,,,,25/11/2021/
2021-11-26T00:00:00.0/2021-11-27T00:00:00.0,2492.8506,1547.9098,1037.4368,510.4730,4136.1870,643.8120,48.7546,595.0574,287.9338,0.9767,,,,26/11/2021/
2021-11-27T00:00:00.0/2021-11-28T00:00:00.0,2460.0598,1629.5811,1258.2614,371.3197,5173.8071,1466.1569,948.1459,518.0109,4011.5396,0.9771,,,,27/11/2021/
2021-11-28T00:00:00.0/2021-11-29T00:00:00.0,2428.5076,1541.4292,1073.6703,467.7589,4350.4233,345.4988,4.6035,340.8953,55.4473,0.9729,,,,28/11/2021/
2021-11-29T00:00:00.0/2021-11-30T00:00:00.0,2398.2683,1565.2190,1154.4053,410.8137,4813.0347,708.5933,70.8012,637.7921,352.2007,0.9740,,,,29/11/2021/
2021-11-30T00:00:00.0/2021-12-01T00:00:00.0,2369.3208,1557.7328,1207.2246,350.5081,5113.0796,400.4942,9.5727,390.9215,71.1597,0.9694,,,,30/11/2021/
2021-12-01T00:00:00.0/2021-12-02T00:00:00.0,2341.6970,1506.4851,1146.7904,359.6947,4915.3491,329.2487,3.3204,325.9284,22.4340,0.9698,,,,01/12/2021/
2021-12-02T00:00:00.0/2021-12-03T00:00:00.0,2315.3687,1517.2560,1162.3828,354.8731,4974.2520,1032.9031,477.0509,555.8522,2177.9102,0.9705,,,,02/12/2021/
2021-12-03T00:00:00.0/2021-12-04T00:00:00.0,2290.3645,1592.3907,1273.7914,318.5994,5570.1772,1587.0040,1270.9941,316.0098,5559.7075,0.9712,,,,03/12/2021/
2021-12-04T00:00:00.0/2021-12-05T00:00:00.0,2266.6809,1480.5406,1156.9937,323.5470,5058.2056,673.8013,142.7910,531.0104,854.5496,0.9719,,,,04/12/2021/
2021-12-05T00:00:00.0/2021-12-06T00:00:00.0,2244.3582,1467.8713,1107.6433,360.2280,4831.5757,702.2489,109.2408,593.0081,502.7352,0.9722,,,,05/12/2021/
2021-12-06T00:00:00.0/2021-12-07T00:00:00.0,2223.3472,1437.6003,1075.2258,362.3745,4707.6079,407.2332,5.1449,402.0883,88.7538,0.9726,,,,06/12/2021/
2021-12-07T00:00:00.0/2021-12-08T00:00:00.0,2203.6528,1441.7791,1093.9144,347.8647,4849.4922,549.1617,21.4455,527.7162,160.2464,0.9733,,,,07/12/2021/
2021-12-08T00:00:00.0/2021-12-09T00:00:00.0,2185.3076,1421.5977,1052.2799,369.3178,4680.0938,1035.4679,434.3051,601.1627,1925.5485,0.9740,,,,08/12/2021/
2021-12-09T00:00:00.0/2021-12-10T00:00:00.0,2168.3301,1358.1967,985.8056,372.3911,4319.0757,321.2393,0.9974,320.2419,3.8712,0.9743,,,,09/12/2021/
2021-12-10T00:00:00.0/2021-12-11T00:00:00.0,2152.6953,1409.0331,1085.6873,323.3459,4893.2041,1267.6205,962.3163,305.3041,4015.9138,0.9747,,,,10/12/2021/
2021-12-11T00:00:00.0/2021-12-12T00:00:00.0,2138.4067,1274.7168,790.6750,484.0417,3493.4094,358.4616,6.3599,352.1017,57.2784,0.9750,,,,11/12/2021/
2021-12-12T00:00:00.0/2021-12-13T00:00:00.0,2125.4675,1351.4803,967.0007,384.4796,4360.3262,1351.4803,967.0007,384.4796,4360.3262,0.9753,,,,12/12/2021/
2021-12-13T00:00:00.0/2021-12-14T00:00:00.0,2113.8794,1298.2577,916.7445,381.5132,4105.5796,471.1685,143.4147,327.7539,1013.7582,0.9757,,,,13/12/2021/
2021-12-14T00:00:00.0/2021-12-15T00:00:00.0,2103.6714,1288.8137,850.6111,438.2026,3805.2502,493.8706,5.9061,487.9645,65.7128,0.9757,,,,14/12/2021/
2021-12-15T00:00:00.0/2021-12-16T00:00:00.0,2094.7954,1281.0450,886.3005,394.7445,3971.1736,877.8309,138.6509,739.1800,665.6898,0.9760,,,,15/12/2021/
2021-12-16T00:00:00.0/2021-12-17T00:00:00.0,2087.2727,1259.5541,841.8962,417.6578,3788.2786,293.3040,7.9730,285.3311,75.4649,0.9764,,,,16/12/2021/
2021-12-17T00:00:00.0/2021-12-18T00:00:00.0,2081.1292,1316.8533,916.5295,400.3238,4159.4131,342.6079,0.0099,342.5980,0.0376,0.9764,,,,17/12/2021/
2021-12-18T00:00:00.0/2021-12-19T00:00:00.0,2076.3479,1293.0570,920.4078,372.6492,4197.8354,859.9650,273.4096,586.5554,1496.6974,0.9712,,,,18/12/2021/
2021-12-19T00:00:00.0/2021-12-20T00:00:00.0,2072.9065,1315.8000,950.4966,365.3034,4367.4092,175.0338,0.0000,175.0338,0.0000,0.9663,,,,19/12/2021/
2021-12-20T00:00:00.0/2021-12-21T00:00:00.0,2070.8428,1360.2000,1013.5157,346.6842,4691.9834,369.4430,35.8676,333.5754,369.8607,0.9715,,,,20/12/2021/
2021-12-21T00:00:00.0/2021-12-22T00:00:00.0,2070.1492,1344.7144,1001.0727,343.6417,4610.8599,1141.7289,608.2304,533.4985,2778.9739,0.9715,,,,21/12/2021/
2021-12-22T00:00:00.0/2021-12-23T00:00:00.0,2070.8118,1370.4813,1045.3372,325.1442,4856.2363,1213.3451,759.2034,454.1417,3439.6038,0.9715,,,,22/12/2021/
2021-12-23T00:00:00.0/2021-12-24T00:00:00.0,2072.8464,1312.1564,919.5109,392.6454,4197.3647,740.0711,24.9647,715.1064,117.2319,0.9715,,,,23/12/2021/
2021-12-24T00:00:00.0/2021-12-25T00:00:00.0,2076.2393,1329.3411,975.9477,353.3935,4469.7539,606.9376,154.3515,452.5861,573.9007,0.9719,,,,24/12/2021/
2021-12-25T00:00:00.0/2021-12-26T00:00:00.0,2081.0024,1350.3110,1030.2605,320.0505,4757.2510,442.6700,62.5954,380.0746,261.8041,0.9719,,,,25/12/2021/
2021-12-26T00:00:00.0/2021-12-27T00:00:00.0,2087.1638,1403.2910,1069.4813,333.8098,4937.4951,667.5442,124.4499,543.0943,1060.5365,0.9764,,,,26/12/2021/
2021-12-27T00:00:00.0/2021-12-28T00:00:00.0,2094.6875,1320.2510,949.8545,370.3964,4317.9873,1104.8193,604.7721,500.0472,2618.4639,0.9760,,,,27/12/2021/
2021-12-28T00:00:00.0/2021-12-29T00:00:00.0,2103.5566,1316.7969,933.1567,383.6402,4221.7573,562.9320,162.1436,400.7884,935.6597,0.9760,,,,28/12/2021/
2021-12-29T00:00:00.0/2021-12-30T00:00:00.0,2113.8228,1342.3545,999.5809,342.7736,4544.8662,511.3531,0.7301,510.6230,2.8339,0.9757,,,,29/12/2021/
2021-12-30T00:00:00.0/2021-12-31T00:00:00.0,2125.4583,1314.9281,926.5683,388.3599,4166.0625,673.6328,85.1060,588.5269,465.0610,0.9753,,,,30/12/2021/
2021-12-31T00:00:00.0/2022-01-01T00:00:00.0,2138.4641,1355.6285,995.4303,360.1983,4504.7671,687.2980,272.9083,414.3897,1426.6449,0.9750,,,,31/12/2021/
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0,2152.8406,1315.0294,874.0085,441.0209,3863.0068,283.9000,27.2909,256.6091,279.9669,0.9747,,,,01/01/2022/
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0,2168.5869,1367.0422,977.4257,389.6165,4307.9829,1001.4070,266.2551,735.1519,1412.5621,0.9743,,,,02/01/2022/
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0,2185.7009,1414.5635,1019.7324,394.8310,4492.9160,1196.8030,654.7551,542.0480,2853.3132,0.9740,,,,03/01/2022/
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0,2204.2153,1378.8595,1032.2180,346.6415,4557.7524,571.0927,33.3010,537.7918,302.7461,0.9733,,,,04/01/2022/
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0,2224.0605,1445.7666,1100.2747,345.4920,4864.1997,411.4901,6.1417,405.3484,37.8919,0.9733,,,,05/01/2022/
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0,2245.2717,1541.3553,1203.7448,337.6106,5334.3979,1295.8331,822.9041,472.9290,3461.9946,0.9726,,,,06/01/2022/
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0,2267.8662,1550.2283,1202.8250,347.4032,5272.3091,1224.0604,478.7824,745.2780,2009.7672,0.9719,,,,07/01/2022/
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0,2291.8340,1507.0206,1117.6488,389.3718,4824.2227,832.2148,347.4251,484.7898,1198.8939,0.9712,,,,08/01/2022/
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0,2317.1208,1519.1863,1162.6423,356.5440,5008.9624,639.1688,16.2104,622.9584,68.4953,0.9708,,,,09/01/2022/
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0,2343.7927,1542.1547,1176.1248,366.0298,4965.4229,296.1201,0.1377,295.9825,0.6976,0.9701,,,,10/01/2022/
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0,2371.8342,1639.8940,1261.3340,378.5601,5316.0503,1557.0330,1164.7457,392.2872,4564.2632,0.9691,,,,11/01/2022/
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0,2401.1780,1592.3615,1187.9915,404.3700,4949.7427,938.1859,189.1237,749.0621,999.5141,0.9688,,,,12/01/2022/
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0,2431.9048,1557.6248,1106.2059,451.4189,4503.4009,702.4155,112.2880,590.1275,847.3632,0.9681,,,,13/01/2022/
2022-01-14T00:00:00.0/2022-01-15T00:00:00.0,2463.9451,1647.1290,1247.2135,399.9156,5118.9761,1586.6525,1155.2891,431.3634,4610.9185,0.9774,,,,14/01/2022/
2022-01-15T00:00:00.0/2022-01-16T00:00:00.0,2497.3147,1653.0686,1201.8766,451.1920,4853.3940,685.0022,31.6235,653.3787,115.4144,0.9767,,,,15/01/2022/
2022-01-16T00:00:00.0/2022-01-17T00:00:00.0,2532.0203,1669.1949,1207.1364,462.0586,4864.3447,1276.3739,655.4012,620.9726,2492.6194,0.9760,,,,16/01/2022/
2022-01-17T00:00:00.0/2022-01-18T00:00:00.0,2568.0588,1714.0538,1340.4678,373.5861,5380.9048,318.3385,0.0051,318.3334,0.0158,0.9698,,,,17/01/2022/
2022-01-18T00:00:00.0/2022-01-19T00:00:00.0,2605.3938,1769.7893,1332.6830,437.1063,5254.8413,672.7773,21.1168,651.6605,115.1724,0.9743,,,,18/01/2022/
2022-01-19T00:00:00.0/2022-01-20T00:00:00.0,2644.0547,1794.1874,1366.3313,427.8560,5402.9429,1217.5848,467.0330,750.5518,2242.0730,0.9733,,,,19/01/2022/
2022-01-20T00:00:00.0/2022-01-21T00:00:00.0,2683.9922,1851.5270,1404.5189,447.0081,5423.0815,866.8934,148.9156,717.9778,682.1104,0.9726,,,,20/01/2022/
2022-01-21T00:00:00.0/2022-01-22T00:00:00.0,2725.2493,1894.0681,1414.4742,479.5938,5468.6367,1273.0924,752.1024,520.9899,3076.0452,0.9719,,,,21/01/2022/
2022-01-22T00:00:00.0/2022-01-23T00:00:00.0,2767.7544,1946.8646,1553.4417,393.4230,5997.0527,1281.7998,721.1468,560.6530,3261.7532,0.9708,,,,22/01/2022/
2022-01-23T00:00:00.0/2022-01-24T00:00:00.0,2811.5737,1873.9128,1432.4641,441.4488,5408.9438,415.1225,1.8784,413.2441,13.0042,0.9698,,,,23/01/2022/
2022-01-24T00:00:00.0/2022-01-25T00:00:00.0,2856.6492,1894.0453,1400.1617,493.8835,5167.6401,536.4039,7.8029,528.6010,30.0790,0.9740,,,,24/01/2022/
2022-01-25T00:00:00.0/2022-01-26T00:00:00.0,2902.9446,1941.2866,1418.1366,523.1500,5193.8027,394.3297,0.0185,394.3112,0.0594,0.9785,,,,25/01/2022/
2022-01-26T00:00:00.0/2022-01-27T00:00:00.0,2950.5461,1994.8632,1493.3850,501.4781,5419.5835,473.6975,1.6352,472.0623,21.8510,0.9771,,,,26/01/2022/
2022-01-27T00:00:00.0/2022-01-28T00:00:00.0,2999.3528,2013.3867,1482.5785,530.8082,5329.3193,963.6459,314.9720,648.6739,881.3218,0.9760,,,,27/01/2022/
2022-01-28T00:00:00.0/2022-01-29T00:00:00.0,3049.3669,2108.5056,1592.4873,516.0183,5638.5703,507.3213,25.0287,482.2926,149.5314,0.9750,,,,28/01/2022/
2022-01-29T00:00:00.0/2022-01-30T00:00:00.0,3100.5596,2050.6658,1530.2336,520.4320,5369.9966,893.3340,346.4784,546.8557,988.7536,0.9743,,,,29/01/2022/
2022-01-30T00:00:00.0/2022-01-31T00:00:00.0,3153.0032,2192.6431,1601.2974,591.3457,5467.2837,1591.5267,522.6286,1068.8981,1965.1411,1.0000,,,,30/01/2022/
2022-01-31T00:00:00.0/2022-02-01T00:00:00.0,3206.5818,2153.8589,1579.3368,574.5222,5381.9746,1115.7699,236.4669,879.3029,952.3165,0.9719,,,,31/01/2022/
2022-02-01T00:00:00.0/2022-02-02T00:00:00.0,3261.3152,2280.6572,1797.8754,482.7819,6129.9141,976.6005,320.4784,656.1220,995.2456,0.9708,,,,01/02/2022/
2022-02-02T00:00:00.0/2022-02-03T00:00:00.0,3317.1992,2324.3875,1783.2272,541.1603,6004.4043,1137.7133,136.1718,1001.5414,585.7339,0.9750,,,,02/02/2022/
2022-02-03T00:00:00.0/2022-02-04T00:00:00.0,3374.2222,2322.5303,1796.8013,525.7290,6014.4824,1113.2880,350.2121,763.0759,1639.6007,0.9792,,,,03/02/2022/
2022-02-04T00:00:00.0/2022-02-05T00:00:00.0,3432.3201,2338.7205,1753.1305,585.5899,5690.8652,733.4539,3.6416,729.8123,12.5662,0.9778,,,,04/02/2022/
2022-02-05T00:00:00.0/2022-02-06T00:00:00.0,3491.5020,2475.9292,1953.9235,522.0059,6400.0659,1650.8713,438.3724,1212.4989,1917.6044,0.9767,,,,05/02/2022/
2022-02-06T00:00:00.0/2022-02-07T00:00:00.0,3551.7529,2406.7866,1797.7728,609.0139,5713.6001,692.6655,15.7016,676.9639,40.8773,0.9705,,,,06/02/2022/
2022-02-07T00:00:00.0/2022-02-08T00:00:00.0,3613.0769,2562.5569,1994.9857,567.5712,6269.4814,1028.9110,189.4636,839.4473,897.3150,0.9743,,,,07/02/2022/
2022-02-08T00:00:00.0/2022-02-09T00:00:00.0,3675.4128,2552.5142,2014.8011,537.7131,6367.2070,914.3951,119.3528,795.0424,719.3186,0.9729,,,,08/02/2022/
2022-02-09T00:00:00.0/2022-02-10T00:00:00.0,3738.7051,2597.9714,1997.7499,600.2217,6202.3008,457.5753,0.0011,457.5742,0.0029,0.9722,,,,09/02/2022/
2022-02-10T00:00:00.0/2022-02-11T00:00:00.0,3803.0403,2648.1287,2013.1274,635.0012,6178.9189,2079.5095,1367.4088,712.1007,3785.2830,0.9708,,,,10/02/2022/
2022-02-11T00:00:00.0/2022-02-12T00:00:00.0,3868.3274,2746.9268,2197.5671,549.3597,6698.5762,1036.5190,107.6530,928.8660,473.9600,0.9799,,,,11/02/2022/
2022-02-12T00:00:00.0/2022-02-13T00:00:00.0,3934.5200,2898.9097,2368.2625,530.6472,7239.8110,2498.8857,1576.5563,922.3294,5122.0747,0.9882,,,,12/02/2022/
2022-02-13T00:00:00.0/2022-02-14T00:00:00.0,4001.6428,2926.4631,2327.1023,599.3608,7029.4771,2760.9463,1997.5723,763.3739,6124.6538,0.9778,,,,13/02/2022/
2022-02-14T00:00:00.0/2022-02-15T00:00:00.0,4069.6897,2938.2625,2317.6799,620.5824,6873.7173,2922.0898,2286.7603,635.3296,6801.9902,0.9764,,,,14/02/2022/
2022-02-15T00:00:00.0/2022-02-16T00:00:00.0,4138.6035,2797.0896,1997.6733,799.4163,5721.5474,2049.8054,598.1810,1451.6244,1508.6543,0.9750,,,,15/02/2022/
2022-02-16T00:00:00.0/2022-02-17T00:00:00.0,4208.3623,2955.5745,2382.2007,573.3738,6880.3770,1949.1820,904.3237,1044.8583,3016.6270,0.9740,,,,16/02/2022/
2022-02-17T00:00:00.0/2022-02-18T00:00:00.0,4278.9272,3048.7554,2381.2949,667.4604,6830.6841,1289.9965,373.4103,916.5862,1523.2648,0.9726,,,,17/02/2022/
2022-02-18T00:00:00.0/2022-02-19T00:00:00.0,4350.3018,3039.6487,2341.6191,698.0295,6518.4014,1505.0605,539.0485,966.0120,1903.8015,0.9715,,,,18/02/2022/
2022-02-19T00:00:00.0/2022-02-20T00:00:00.0,4422.4829,3265.5483,2647.6379,617.9104,7434.1855,2645.4495,1495.2308,1150.2188,4410.9897,0.9806,,,,19/02/2022/
2022-02-20T00:00:00.0/2022-02-21T00:00:00.0,4495.3901,3219.1960,2650.2456,568.9504,7310.2349,1817.0557,379.5858,1437.4698,1328.5869,0.9795,,,,20/02/2022/
2022-02-21T00:00:00.0/2022-02-22T00:00:00.0,4569.0698,3335.1196,2691.1326,643.9870,7408.5225,2718.8811,1709.6130,1009.2681,4789.0732,0.9781,,,,21/02/2022/
2022-02-22T00:00:00.0/2022-02-23T00:00:00.0,4643.4526,3399.8950,2714.7205,685.1747,7384.7339,1670.1395,406.0662,1264.0734,1422.5935,0.9767,,,,22/02/2022/
2022-02-23T00:00:00.0/2022-02-24T00:00:00.0,4718.5137,3433.0354,2681.1414,751.8939,7114.3828,2726.1938,1359.1160,1367.0779,3661.2517,0.9753,,,,23/02/2022/
2022-02-24T00:00:00.0/2022-02-25T00:00:00.0,4794.2119,3466.0134,2759.0696,706.9438,7322.0693,3028.0237,1680.1686,1347.8551,4667.1587,0.9743,,,,24/02/2022/
2022-02-25T00:00:00.0/2022-02-26T00:00:00.0,4870.5703,3601.3577,2923.0115,678.3464,7704.3159,2638.4778,1364.0665,1274.4113,3663.4766,0.9729,,,,25/02/2022/
2022-02-26T00:00:00.0/2022-02-27T00:00:00.0,4947.5283,3642.8931,2934.6660,708.2271,7589.6221,1418.8878,52.8508,1366.0370,301.4838,0.9819,,,,26/02/2022/
2022-02-27T00:00:00.0/2022-02-28T00:00:00.0,5025.0381,3696.9348,2977.3252,719.6098,7632.2734,2519.4221,1171.4750,1347.9471,3118.1687,0.9809,,,,27/02/2022/
2022-02-28T00:00:00.0/2022-03-01T00:00:00.0,5103.1318,3814.7280,3111.1445,703.5835,7912.8232,2685.0872,953.3207,1731.7665,2818.9189,0.9795,,,,28/02/2022/
2022-03-01T00:00:00.0/2022-03-02T00:00:00.0,5181.7412,3864.3335,3127.3350,736.9987,7907.5088,3811.7449,3019.0325,792.7122,7686.2959,0.9785,,,,01/03/2022/
2022-03-02T00:00:00.0/2022-03-03T00:00:00.0,5260.8159,3838.5967,2931.5244,907.0723,7242.8315,3692.2488,2654.3918,1037.8571,6649.7471,0.9771,,,,02/03/2022/
2022-03-03T00:00:00.0/2022-03-04T00:00:00.0,5340.3916,3793.1370,2814.6304,978.5064,6717.4146,3030.9934,1312.0308,1718.9626,3778.4668,0.9757,,,,03/03/2022/
2022-03-04T00:00:00.0/2022-03-05T00:00:00.0,5420.3970,4012.5583,3249.9185,762.6400,7985.4043,1553.4558,74.5672,1478.8887,418.6219,0.9691,,,,04/03/2022/
2022-03-05T00:00:00.0/2022-03-06T00:00:00.0,5500.7812,4091.3857,3354.7148,736.6709,8134.9590,1618.3077,109.2097,1509.0980,209.3493,0.9733,,,,05/03/2022/
2022-03-06T00:00:00.0/2022-03-07T00:00:00.0,5581.6167,4046.7976,3099.0662,947.7313,7321.4849,1980.0720,780.7822,1199.2898,2295.1489,0.9819,,,,06/03/2022/
2022-03-07T00:00:00.0/2022-03-08T00:00:00.0,5662.7642,4171.0415,3301.8853,869.1564,7698.2046,2105.6001,306.2438,1799.3562,616.5277,0.9806,,,,07/03/2022/
2022-03-08T00:00:00.0/2022-03-09T00:00:00.0,5744.2085,4295.9907,3541.1296,754.8608,8415.1357,4295.9907,3541.1296,754.8608,8415.1357,0.9799,,,,08/03/2022/
2022-03-09T00:00:00.0/2022-03-10T00:00:00.0,5825.9771,4269.2129,3418.1621,851.0508,7990.8257,4269.2129,3418.1621,851.0508,7990.8257,0.9781,,,,09/03/2022/
2022-03-10T00:00:00.0/2022-03-11T00:00:00.0,5908.0024,4447.8516,3653.7104,794.1410,8520.4600,4337.8745,3412.1321,925.7426,8102.8145,0.9767,,,,10/03/2022/
2022-03-11T00:00:00.0/2022-03-12T00:00:00.0,5990.2476,4642.4170,3923.6628,718.7541,9133.2295,4642.4170,3923.6628,718.7541,9133.2295,0.9757,,,,11/03/2022/
2022-03-12T00:00:00.0/2022-03-13T00:00:00.0,6072.7266,4587.7798,3708.7314,879.0486,8510.9512,4587.7798,3708.7314,879.0486,8510.9512,0.9743,,,,12/03/2022/
2022-03-13T00:00:00.0/2022-03-14T00:00:00.0,6155.3560,4706.6519,4018.2244,688.4276,9268.9824,4706.6519,4018.2244,688.4276,9268.9824,0.9733,,,,13/03/2022/
2022-03-14T00:00:00.0/2022-03-15T00:00:00.0,6238.2192,4484.3608,3403.3062,1081.0544,7654.8325,4334.0527,3069.4971,1264.5554,6956.4531,0.9819,,,,14/03/2022/
2022-03-15T00:00:00.0/2022-03-16T00:00:00.0,6321.1753,4551.5791,3525.5940,1025.9852,7633.4102,3052.9753,771.7510,2281.2244,1750.3356,0.9809,,,,15/03/2022/
2022-03-16T00:00:00.0/2022-03-17T00:00:00.0,6404.2148,4411.8291,3073.9905,1337.8385,6548.8271,2414.7173,391.4496,2023.2678,874.6077,0.9795,,,,16/03/2022/
2022-03-17T00:00:00.0/2022-03-18T00:00:00.0,6487.3608,4647.7588,3518.3711,1129.3877,7414.7910,3305.2815,1048.5841,2256.6975,1913.0389,0.9781,,,,17/03/2022/
2022-03-18T00:00:00.0/2022-03-19T00:00:00.0,6570.5273,4395.5903,2842.7522,1552.8383,5848.9370,3916.8706,2037.6331,1879.2377,3720.8613,0.9771,,,,18/03/2022/
2022-03-19T00:00:00.0/2022-03-20T00:00:00.0,6653.7622,4781.5654,3517.4766,1264.0886,7332.8169,4165.9575,2239.5085,1926.4489,4713.7593,0.9757,,,,19/03/2022/
2022-03-20T00:00:00.0/2022-03-21T00:00:00.0,6737.0283,5150.4180,4255.7334,894.6842,8965.5898,5022.7095,3974.7690,1047.9402,8346.7227,0.9740,,,,20/03/2022/
2022-03-21T00:00:00.0/2022-03-22T00:00:00.0,6820.2285,5269.0977,4379.9614,889.1360,9377.9512,5256.5776,4358.5376,898.0398,9217.8408,0.9729,,,,21/03/2022/
2022-03-22T00:00:00.0/2022-03-23T00:00:00.0,6903.4072,5312.4600,4510.1953,802.2647,9631.6533,5312.4600,4510.1953,802.2647,9631.6533,0.9771,,,,22/03/2022/
2022-03-23T00:00:00.0/2022-03-24T00:00:00.0,6986.4863,5442.4429,4655.8311,786.6116,9810.9619,5442.4429,4655.8311,786.6116,9810.9619,0.9809,,,,23/03/2022/
2022-03-24T00:00:00.0/2022-03-25T00:00:00.0,7069.5044,5237.5200,4114.7139,1122.8063,8322.9932,5237.5200,4114.7139,1122.8063,8322.9932,0.9795,,,,24/03/2022/
2022-03-25T00:00:00.0/2022-03-26T00:00:00.0,7152.3633,5158.8145,3828.8423,1329.9720,7595.2466,5146.1147,3810.5198,1335.5948,7496.4468,0.9785,,,,25/03/2022/
2022-03-26T00:00:00.0/2022-03-27T00:00:00.0,7235.1602,5133.4312,3664.2979,1469.1333,7279.3398,5133.4312,3664.2979,1469.1333,7279.3398,0.9767,,,,26/03/2022/
2022-03-27T00:00:00.0/2022-03-28T00:00:00.0,7317.7461,5296.5542,4081.5911,1214.9631,8025.2437,5277.4912,4068.3105,1209.1809,7906.0010,0.9753,,,,27/03/2022/
2022-03-28T00:00:00.0/2022-03-29T00:00:00.0,7400.1152,5353.7266,4122.1738,1231.5530,8102.6646,5261.9370,3964.0684,1297.8685,7778.3022,0.9743,,,,28/03/2022/
2022-03-29T00:00:00.0/2022-03-30T00:00:00.0,7482.2881,4972.7520,2914.1616,2058.5903,5491.9297,3070.4802,291.3001,2779.1799,574.8008,0.9733,,,,29/03/2022/
2022-03-30T00:00:00.0/2022-03-31T00:00:00.0,7564.1846,4782.0195,2419.5884,2362.4314,4595.9175,1137.1703,4.0494,1133.1207,26.0701,0.9823,,,,30/03/2022/
2022-03-31T00:00:00.0/2022-04-01T00:00:00.0,7645.8428,5561.2188,4421.9868,1139.2321,8621.8936,1146.2345,7.5786,1138.6558,98.7614,0.9809,,,,31/03/2022/
2022-04-01T00:00:00.0/2022-04-02T00:00:00.0,7727.2036,5763.5317,4863.4521,900.0795,9557.4912,1409.1671,12.6997,1396.4674,119.0688,0.9795,,,,01/04/2022/
2022-04-02T00:00:00.0/2022-04-03T00:00:00.0,7808.2559,5696.2456,4411.0933,1285.1525,8427.4014,1319.7318,19.1201,1300.6117,139.9716,0.9781,,,,02/04/2022/
2022-04-03T00:00:00.0/2022-04-04T00:00:00.0,7888.9482,5953.0181,4813.8350,1139.1826,9182.9893,3594.2637,746.6376,2847.6260,1600.2440,0.9767,,,,03/04/2022/
2022-04-04T00:00:00.0/2022-04-05T00:00:00.0,7969.2515,5946.0190,4794.1011,1151.9181,9060.7832,5702.7739,4257.9023,1444.8716,7613.3306,0.9757,,,,04/04/2022/
2022-04-05T00:00:00.0/2022-04-06T00:00:00.0,8049.1899,6021.1519,5190.1499,831.0019,9987.6865,2377.2510,415.6516,1961.5992,604.8022,0.9747,,,,05/04/2022/
2022-04-06T00:00:00.0/2022-04-07T00:00:00.0,8128.6743,5992.6060,4863.9292,1128.6768,9042.9717,2650.1589,318.3484,2331.8105,971.9736,0.9733,,,,06/04/2022/
2022-04-07T00:00:00.0/2022-04-08T00:00:00.0,8207.7451,6025.6914,4915.7007,1109.9906,9118.1182,3746.0935,1082.9778,2663.1157,2316.3765,0.9823,,,,07/04/2022/
2022-04-08T00:00:00.0/2022-04-09T00:00:00.0,8286.3193,6255.5186,5245.0747,1010.4437,9962.0879,3153.9451,568.4089,2585.5361,1538.6310,0.9812,,,,08/04/2022/
2022-04-09T00:00:00.0/2022-04-10T00:00:00.0,8364.4785,6311.4897,5160.2246,1151.2651,9620.2666,3697.3989,1300.9827,2396.4163,3030.7810,0.9795,,,,09/04/2022/
2022-04-10T00:00:00.0/2022-04-11T00:00:00.0,8442.0605,6408.1948,5255.6055,1152.5892,9679.8906,3928.1001,1848.0258,2080.0745,3630.1460,0.9785,,,,10/04/2022/
2022-04-11T00:00:00.0/2022-04-12T00:00:00.0,8519.1533,6501.9409,5494.3350,1007.6060,10166.6484,6174.7183,4593.1958,1581.5225,8908.1338,0.9771,,,,11/04/2022/
2022-04-12T00:00:00.0/2022-04-13T00:00:00.0,8595.6846,6476.5483,5354.8618,1121.6864,9879.9668,6216.6519,4630.9917,1585.6600,8699.4570,0.9757,,,,12/04/2022/
2022-04-13T00:00:00.0/2022-04-14T00:00:00.0,8671.6289,6475.8862,5308.6450,1167.2416,9696.5645,6450.6323,5256.7432,1193.8892,9586.6426,0.9750,,,,13/04/2022/
2022-04-14T00:00:00.0/2022-04-15T00:00:00.0,8747.0039,6421.0205,5059.5352,1361.4852,8976.0811,6320.1113,4910.1294,1409.9819,8492.3604,0.9733,,,,14/04/2022/
2022-04-15T00:00:00.0/2022-04-16T00:00:00.0,8821.7480,6415.2563,4854.1826,1561.0737,8779.1455,2341.6287,441.3679,1900.2607,849.2933,0.9722,,,,15/04/2022/
2022-04-16T00:00:00.0/2022-04-17T00:00:00.0,8895.8906,6857.0664,5837.4673,1019.5992,10518.0186,3637.1064,1961.3455,1675.7611,3513.8718,0.9812,,,,16/04/2022/
