date,air_temp_CZ,air_temp_DE,air_temp_HU,air_temp_RO,air_temp_SK,precipitation_CZ,precipitation_DE,precipitation_HU,precipitation_RO,precipitation_SK,electricity_daily_average_CZ,irradiance_CZ,irradiance_DE,irradiance_HU,irradiance_RO,irradiance_SK,electricity_demand_CZ,electricity_demand_DE,electricity_demand_HU,electricity_demand_RO,electricity_demand_SK
07/09/2021,15.32,16.15,20.67,20.80,15.66,0.00104663190494095,0.00263853549819189,0.00108628504020212,0.000228344614091324,0.00272412627178868,3252.30,89.0690876651622,52.620583634899,189.952751582439,179.28170047018,159.90137236316,-2751337.4,-639173.5,109891.9,85295.8,-18809.5
08/09/2021,13.85,14.30,18.57,18.77,14.81,0.000216369470418045,0.00231456415221791,0.00789117928640213,0.00546634318219319,0.00756886242453266,3165.87,129.622927951931,130.842267921199,125.169902638925,109.752586507787,120.281595242646,-2750689.7,-642117.9,109836.9,84385.4,-17996.3
09/09/2021,13.80,15.92,15.61,15.03,11.92,0.00897389368521673,0.00339770237708104,0.00276099117513899,0.000611322780951,0.00483753694029251,3307.93,18.6676416741995,48.3375080976535,58.6971355655262,175.416163172494,51.4251158943632,-2748062.4,-633014.6,110219.7,83324.8,-17075.2
10/09/2021,19.81,20.44,21.72,17.14,17.75,0.000242562286340449,0.000965213836352762,0.000115652763694564,0.000608605521622383,0.00173748630096012,3497.26,170.461793219254,141.107913281298,173.622017024877,90.0221103140755,115.948337613796,-2754146,-649325.7,110694.3,82467.3,-18436.1
11/09/2021,18.35,18.25,24.05,22.19,19.16,0.0107998909370183,0.0103539697428047,0.000984044791986349,0.00222485478995865,0.00581286827153274,3262.86,82.0994499580179,73.4371894764665,173.901864802792,183.482472376863,130.710575989918,-2776105.3,-888335.4,103008.3,75991.1,-24739.1
12/09/2021,18.64,20.49,21.25,18.54,16.13,0.0105726683212937,0.00601321790604655,0.00223822291911421,0.00437515471811426,0.00458857573814153,2654.46,91.6159159236841,129.891026133133,58.890569049784,75.2423407890745,53.7524047181847,-2780005.5,-990455.7,97200.9,60827.6,-26443.1
13/09/2021,18.05,16.35,23.77,21.05,19.78,0.00026930397017442,0.000500803250412373,0.000800022290387174,8.77697817645129e-05,0.0027039374151497,3582.44,138.087231847759,144.433589837083,197.119772234317,202.594088157006,175.913360480728,-2752493.3,-668766.8,110938.8,82354.1,-19019.1
14/09/2021,13.47,12.77,20.35,22.39,15.69,0.00226513452138301,0.00285440621752747,0.00839829460285493,0.00221015702499658,0.0108593195037155,3636.82,130.095746105231,103.770957430241,105.897268932066,160.462958106517,88.9245620296131,-2750364.1,-636746.4,112541.1,88327.6,-18792.1
15/09/2021,9.92,11.36,14.48,15.85,10.79,0.00023178463794167,0.00022722955443966,0.00435719774916483,0.0025779783925299,0.000192262148951967,4259.12,123.211964475175,138.82423048897,162.296243847627,122.008053604126,137.221775291561,-2748448.8,-642802.1,109032.6,84053,-23798.4
16/09/2021,9.06,10.83,12.30,12.61,8.80,0.000147390007464346,0.000159051738562309,0.000125552998850757,0.000284954920496772,0.000655464249725606,4021.31,161.055333895196,150.449914957885,189.569755338383,185.881766027854,126.204344081906,-2748325.5,-637770.7,107938.5,84761.8,-18722.1
17/09/2021,9.87,12.77,12.67,11.09,9.87,0.000520095085926213,0.00240375236164704,0.000117930918090812,0.000303621034626989,0.000239035597540592,3970.28,136.98768803759,104.54123842443,171.3623530363,159.756349994136,160.228756705553,-2751512,-649068.8,107011.1,84257.8,-18314.3
18/09/2021,11.43,13.06,14.61,11.81,10.74,0.00304683334247163,0.00140025635534825,0.000585789604879445,0.000565564565419719,0.00336248422923946,3345.94,86.6148109051316,90.4164346380305,134.222034035219,127.964164541315,95.411828607284,-2772954.3,-872743.4,98876.6,72588.9,-24371.2
19/09/2021,12.95,14.31,15.12,13.74,12.07,0.00263275589870508,0.0010622874451964,0.000342004902634863,0.000396581995057711,0.0024126507021137,2380.34,66.7169858351118,68.8339458650054,127.043434165079,146.365527819183,81.4892985120432,-2776721.1,-982479.3,92707,59013.8,-26365.7
20/09/2021,15.13,15.04,16.69,15.21,14.08,0.000295198956399626,0.00239447820211246,7.49323150233432e-05,0.000123049911210136,0.000264313229673848,3832.27,149.051402924279,105.789845269864,177.152320004224,159.372859093893,129.701215404865,-2750786.2,-647791.5,105636.7,77776.9,-19081.2
21/09/2021,14.92,14.96,18.41,16.93,14.88,0.00180524104020733,0.00319781722417621,6.9983722308308e-05,0.00024295440117806,0.000854481011073888,3804.99,55.9770486053852,95.5155716151033,121.452905001128,149.165697593285,64.8752205729679,-2745840.4,-620742,110117.9,81181.7,-16882.1
22/09/2021,17.17,16.80,20.42,18.75,17.07,3.17144960902784e-05,0.00439528322398665,6.56585029732109e-05,0.000120971855721669,0.000109656169530685,3704.28,157.361337123943,110.33058553466,182.207926018874,179.418234461098,166.240692234871,-2748830.2,-627211.1,110687.3,82873.3,-17419
23/09/2021,19.25,17.05,21.67,21.05,18.65,0.00036418329981985,0.0107348734756205,6.12879344191105e-05,8.24912697483303e-05,7.56234690999129e-05,3056.05,121.902095498216,75.4622708126782,177.599573549358,183.456906494593,148.700917222707,-2747774.5,-626510.2,111996.7,85388.8,-16751
24/09/2021,17.51,12.32,22.88,22.02,19.11,0.00068424851104948,0.0065337115123244,6.10145515375336e-05,8.8807446953803e-05,5.77492749438791e-05,2770.55,135.756855965838,87.3713534115676,181.513189184832,183.566559182965,167.099004393404,-2754074.2,-663064.7,112591.7,85775.2,-17223.9
25/09/2021,13.88,11.32,21.78,22.06,18.33,3.76237882665752e-05,0.000701934777706701,6.98202428237921e-05,9.8508262505648e-05,4.70452700070673e-05,3242.00,146.053870598296,119.907871275744,182.298790849855,181.47850383827,174.315970555588,-2777791.9,-878121.9,102151.9,76075.5,-23851.5
26/09/2021,15.62,11.56,21.44,20.89,18.56,0.00183103030137707,0.000448121070318371,0.000364463732964841,8.37662910674066e-05,0.000113220229923122,3194.48,139.759627810662,87.8761664305471,159.869554646087,168.385033901676,156.190291095393,-2781453,-967941,96429.8,63192.4,-25688.5
27/09/2021,12.61,12.58,18.73,19.83,16.58,0.00517969514115537,0.000793022027524347,0.00099082461493041,0.00011560918223617,0.00135487644926079,3644.19,45.8837483892257,94.4162795576735,89.7432189757833,157.043286186205,94.0930359442455,-2762843.8,-625725.2,108709,81173.4,-17559.5
28/09/2021,13.06,13.07,17.13,18.72,13.74,0.0003281079025189,0.00493880724514913,0.000874152130541544,0.00279602976670791,0.000324926221930204,3946.17,122.111494009878,110.425637760498,122.505251875012,126.575284066542,98.1855336066941,-2775899.5,-599505.5,109747.5,83805.5,-16289.1
29/09/2021,13.55,12.90,17.67,17.73,15.08,0.00214165861269896,0.0145595272520635,0.000493989933098712,0.00280132669493227,0.000175161511190847,3417.53,114.048315143192,58.4982587943067,144.757866926815,107.174605023883,141.552274816321,-2752038.8,-580116.4,109816.9,83871.8,-16484.9
30/09/2021,10.23,9.63,16.31,18.14,12.94,0.0040299122150387,0.0164106590735609,0.00275220556026628,0.00418686279359683,0.00569659197467588,2975.47,83.5780046142127,63.6366571165523,89.2323401094974,112.032442687336,75.1444527928587,-2745743.6,-550063.4,110513.3,84287.6,-15739.2
01/10/2021,9.06,8.92,13.69,14.73,10.40,0.000494787728396156,0.00686036269312243,4.47079328809087e-05,0.000224695039914941,4.01710019444027e-05,2775.79,114.361282691254,53.1029483710098,165.72033504583,154.665910645198,151.114840696544,-2749654.7,-551562.5,107538.5,81767.4,-17386.2
02/10/2021,10.74,9.97,15.16,14.42,11.74,0.000960430892622098,0.00400677894290539,0.000120449412612856,0.00161272427786586,0.000344568606257871,2652.15,105.574639295557,51.3802995759294,146.09734644468,165.848788460083,132.61099579325,-2770849.3,-782449.2,98018.3,71100.8,-23649.7
03/10/2021,10.04,10.64,14.85,12.99,11.79,0.00106445722964543,0.00444991471089879,0.000332513318116665,0.00919585266189236,0.00076438201011809,1074.44,81.7685903862555,55.2004212244824,119.79638454872,49.7295307210732,104.354843120715,-2773049.3,-979709.7,93650.4,59921,-25750.3
04/10/2021,9.69,11.22,12.58,11.28,9.90,0.000915623314535825,0.00138262033367455,0.00184300599462619,0.00220067158831512,0.0026392407556125,4003.62,68.9914187179418,77.5739786985632,102.735682571962,107.682829978125,66.6054508222571,-2742364.1,-582128.5,107083.5,79575.3,-17460.5
05/10/2021,10.63,12.69,13.06,10.09,10.52,0.000231388378103463,0.00130631980495268,7.11516088198969e-05,0.000535434370940507,0.000132133081723401,4042.74,59.3799775545535,41.4224089134392,129.471801700892,104.093247908245,96.7333115776157,-2740529.2,-523539.1,109624.4,84474.9,-16367.8
06/10/2021,13.07,11.98,14.43,10.49,12.73,0.00130344079370078,0.00470114335001558,1.94106162068139e-05,4.56206040372694e-05,5.71632006632722e-05,4681.41,81.9987495809044,57.8363697650972,144.272640689323,154.564084617234,116.623560926129,-2742142,-522702.5,109572.5,84712,-16590
07/10/2021,9.21,8.52,14.41,11.38,12.24,0.00172253130217906,0.000274791539453151,2.00857087140312e-05,3.51722742316667e-05,9.97875056730252e-05,6884.01,40.5536324541468,109.948380896025,135.790218419757,159.698265687055,111.914496134272,-2739443.4,-506248.8,109962.9,84133.4,-16649.8
08/10/2021,9.52,8.62,15.27,12.45,11.85,0.000472434812041247,0.00401611603120036,2.61950481306128e-05,3.72210474237063e-05,2.21881956360526e-05,5165.54,130.147402531617,83.8338321963557,128.002717848979,141.306983103253,119.247679140486,-2744338.2,-504430.1,109399.7,82335.2,-17642.2
09/10/2021,10.98,12.39,14.44,12.89,11.15,0.00448966294440961,0.00518247797116811,0.000593211310429794,0.000487192661390413,0.00352005870181464,3506.58,21.6567470608211,24.0674395976535,57.405365880291,136.741064116384,34.3371747324936,-2762278.9,-731642,102098.1,71364.4,-22472.9
10/10/2021,14.08,14.67,18.07,14.88,14.26,1.16202966818622e-05,6.16681200108943e-05,2.67560422659222e-05,0.000186349194941108,3.74329920343917e-05,3658.37,97.3053288803545,81.0979836841503,128.699508326353,89.0941696295357,107.085858191867,-2771368.1,-879962.7,94930.6,59132.3,-26077.2
11/10/2021,13.28,14.20,17.68,15.78,14.10,5.24178533660143e-05,0.000716567756365213,1.98544131208545e-05,3.80949843495104e-05,1.52159074528769e-05,4235.76,118.276810755415,94.8453964308286,141.702793864787,140.7953434626,130.050745076446,-2744523.9,-571627.6,107497.7,78971.3,-18417.3
12/10/2021,12.73,11.71,17.25,16.45,14.17,0.002836457996672,0.00237863995566761,2.2606935332772e-05,4.27827410686104e-05,3.77446296796767e-05,4308.09,59.6359664660035,96.5594766484457,107.281351990602,139.6784479166,97.0051066206095,-2740464.8,-532788.1,110869,82263.7,-16370.6
13/10/2021,11.42,10.28,18.40,16.99,14.69,0.00802247144227903,0.00348930059969698,7.79936390250742e-05,0.000856514050976277,0.00027758644800461,4775.72,52.3306379826924,96.1410032208781,95.6102337216198,117.675304414228,71.2833959294784,-2739035.3,-514364.5,112003.2,83189.8,-15667.2
14/10/2021,9.74,8.70,16.76,16.69,13.27,0.00242585964011673,0.0050350416270023,0.00567248587909043,0.000706173366082433,0.00808345603797896,4427.50,61.7712139684129,61.8031111212372,105.096765802761,117.341402755813,66.8417454664326,-2736911.7,-481450.2,111198.5,83391.6,-15694.5
15/10/2021,7.18,6.79,11.88,16.25,9.21,1.62001914118244e-05,2.56142178976224e-05,0.0031555524186096,0.000206670055412388,0.00131871708887009,3191.89,112.142389586349,110.44829343434,71.0507421240413,120.239719066554,91.9711605543496,-2738445.5,-479760.3,110585.2,82321.3,-16600.9
16/10/2021,8.41,7.41,14.61,16.81,11.23,4.71591575671315e-05,0.00143072835713993,0.000815892581539745,0.000236025062267219,6.56404332308881e-05,3982.91,69.4984687378192,93.6792604832245,83.6383432737245,127.880464061093,72.7326235310316,-2759830,-690104,101886.3,71541.7,-22829.4
17/10/2021,11.27,10.37,18.35,17.91,14.88,0.00106967498551366,0.000655212311099201,0.00127213219754421,0.000665580285524056,0.00112304596534843,3603.12,96.0491059806187,92.5488307047151,106.871619639208,108.14982898454,82.0929690863629,-2766219.7,-821030.4,95742,60385.4,-25662.9
18/10/2021,12.25,10.38,18.83,18.36,15.80,0.00573642941887687,0.00107562290072907,0.00130185448405569,0.00116293098781652,0.00233667578489774,4828.42,52.193078837189,88.5157018304206,84.5442602442568,118.039506912467,54.8792554664485,-2736889.8,-488162.3,109810.4,81402.4,-16570.9
19/10/2021,12.32,10.79,20.68,20.41,15.78,0.00180164801217998,0.0055492566925419,0.00475416225559979,3.76765682742482e-05,0.0139383407799098,3925.17,35.5074180520606,43.2612725932972,85.6281778979202,119.495674984238,40.1485644063412,-2734491.7,-446096.4,113602.8,85197.5,-14992.7
20/10/2021,9.89,9.58,16.98,20.07,12.84,7.58997443387188e-05,0.00104698416769527,0.00411554529742877,0.000337592690912247,0.00913398351758704,2169.66,79.1917911599614,71.3619235063513,64.1411178315485,114.972458146206,60.4347448436462,-2733884.3,-437573.8,112341.8,85528,-15139.6
21/10/2021,7.48,7.55,11.77,14.96,8.71,1.53683920449452e-05,7.39386519405537e-05,0.00977167332849581,0.00507861613886256,0.000106509027572702,1904.93,79.5672366215985,68.9504607197742,62.8050316435167,69.4066035781512,68.7274060199449,-2730976.9,-412342.3,112014.5,83569.2,-15053.1
22/10/2021,8.82,7.52,14.86,12.86,11.49,0.00930353646598506,0.00506695856176044,0.0146938899394091,0.0110535709224134,0.00783026844325859,2035.35,20.1103728653438,36.2106576413926,43.5659299394541,25.2732753341735,18.6031394437079,-2732435.8,-418263.9,109775.6,83376.7,-15563.4
23/10/2021,10.84,8.28,15.46,16.55,12.60,0.00245345797549699,0.00113635671610945,0.0113636660365353,0.00421327841062373,0.00689702191201628,3572.45,86.267063977301,63.6692968997699,109.672455876521,82.702957738251,89.3835233733852,-2758541.6,-652325.7,90413.4,71681,-22755.1
24/10/2021,10.13,8.02,16.79,18.79,14.04,0.00251369649888564,0.00149390044383951,0.0102543849617022,3.24260963077621e-05,0.0212163742874387,2550.40,60.5677833044338,89.1976312534319,61.9038256055941,116.620705581464,34.133488420445,-2761706.7,-767509.4,93794.4,61280.3,-24922
25/10/2021,8.87,9.04,16.59,20.58,13.25,3.93959360088151e-05,0.00487616617739496,0.00331203036005563,3.43576088685721e-05,0.00440683690077662,4340.66,99.2236241768161,69.7968813457749,78.0991708926058,97.014520867771,65.4171430805705,-2731315.8,-415471.5,109184.8,83130.5,-15979.7
26/10/2021,7.79,6.56,16.40,18.84,12.81,0.00584776576294015,0.00306824302985978,0.0171028319218179,0.00117343052679692,0.0166185706968745,4480.49,52.2172199291725,67.6174784280875,63.2088467867273,110.165867816409,49.3150373202759,-2725823.5,-363093.8,112174.5,83802.3,-14930.3
27/10/2021,4.87,5.90,11.24,15.44,7.72,0.000226596929823762,0.000862963031210706,0.000987444567037474,0.0116131878083376,0.00118541078789478,3697.28,75.550658366187,66.9180920138557,93.3808556179313,73.5403133251557,64.7635454069549,-2726317,-337920,111323.3,83267,-14450.4
28/10/2021,4.67,5.71,10.03,11.58,7.37,0.000158376614169869,0.000868511102885544,0.00148684089631568,0.00681157380038737,0.00167254521594741,3871.89,81.1863275304942,62.4462618204568,78.0311923934549,72.1259702807637,76.3799863955217,-2746474.4,-322392.5,115361.9,85391,-14753.4
29/10/2021,3.93,5.01,8.25,10.63,5.57,2.51687134486528e-05,6.84260698256701e-05,2.04687899860175e-05,0.000228423759014152,1.63857399574579e-05,2896.13,80.6201304367315,77.1567947132392,98.3828288770747,94.6964060222369,96.2494974480092,-2736925.6,-325913.7,118380.1,85344.5,-15748.9
30/10/2021,2.78,4.74,5.97,9.46,2.64,1.18845642604374e-05,0.000387924153419069,0.000423664898445645,0.00927149894334774,1.68926367494312e-05,2162.32,97.3813401285231,71.0426237867268,99.3423699190538,35.1377188694685,99.125003248593,-2744808.8,-561352.8,116303,75978.2,-21445.1
31/10/2021,2.38,5.48,5.52,10.58,2.80,0.001213474986038,0.00242249014183696,0.00014526097828607,0.00160795467929934,0.000844426743306374,1741.34,63.0896112449158,32.1598979809158,70.875063327658,44.0499308671399,100.480762100338,-2744599.2,-573423.1,114763.1,63565,-25707.4
01/11/2021,5.58,7.02,7.88,8.84,5.52,0.00242601147194464,0.0014816219516824,0.000801904328910339,0.00146433545585971,0.00207834543543586,2825.71,37.6882729510537,27.9238149350277,79.7035904507123,61.5813860002386,60.7851682662838,-2714545.5,-485439.8,110136,85315.5,-27002.8
02/11/2021,6.48,7.95,7.79,5.92,5.39,0.00108535819107443,0.00418087218800216,4.93385656090595e-05,0.000541272718247042,0.000532310393959118,5219.06,59.8238364522998,34.9454662278512,94.5795719568044,79.3033943639229,74.8833880613792,-2714659.5,-350632.8,130574.5,94378.6,-17568.7
03/11/2021,5.88,5.78,7.94,6.86,5.70,0.00311254780043383,0.00662450004205886,0.00980643464052045,0.00274808929266682,0.00484833964744204,4933.71,50.9562448161129,27.4807049129871,23.7520543923346,85.8227518846679,38.288503776676,-2712591.9,-275429,138952.1,94566.6,-15656.3
04/11/2021,2.16,3.23,5.38,6.64,2.64,0.00386676744613099,0.00269720536024946,0.000245333657008739,0.00278340617148006,0.00271765496694647,4385.38,38.6933325694823,42.7438135914773,91.9452917477867,60.8519361547429,57.5655946401867,-2708782.8,-246455,141253.6,95400.3,-15600.1
05/11/2021,1.81,3.33,3.32,2.81,1.18,0.00349243528346078,0.00670741894691305,2.81632996601986e-05,0.00668106223174751,0.000346703528379313,3992.47,51.6144969086943,37.5519978827592,96.328459733563,54.4538198861144,74.6336665233571,-2711988.5,-251225,144791.3,98244.2,-16226.6
06/11/2021,4.93,7.84,3.96,0.50,2.23,0.0017353327585139,0.000427287839694573,0.000547725626217681,0.00447134436054649,0.000829735737487192,1951.58,17.581622703023,47.5506478912292,37.4032212058739,67.505588149044,35.0194532188886,-2736130.4,-533824.2,139855.3,89140,-22360.1
07/11/2021,7.40,10.10,6.60,0.68,5.08,0.000295150287036327,0.00334136912735283,1.06063453445829e-05,0.00279100722214181,1.08307681655734e-05,1060.89,69.4019718354828,47.3731490971662,93.8604755367538,86.4821402138171,83.7108834036376,-2744021.1,-687874.7,131120.9,77282.1,-26524.6
08/11/2021,10.62,13.15,7.39,3.20,6.41,0.00123135614130448,0.00616826169317768,0.000290350272015541,0.000397291851355774,0.000614226778146799,4479.69,36.7664675472396,26.2130173439622,64.6517049710953,78.1727489814572,36.5632515018536,-2716478.2,-377519.1,144863.7,96621.8,-17285.3
09/11/2021,9.22,11.15,8.18,4.85,6.23,0.00598593298327266,0.00416613592357127,1.97730980887194e-05,3.5126971878499e-05,2.03225303107626e-05,4078.82,27.1282249081982,35.1962425981553,88.3856766596284,89.8190370853992,80.091464480571,-2714959.5,-364457.3,146259.5,98046.4,-16608.3
10/11/2021,8.14,8.87,8.82,5.86,7.02,0.000377270202233152,0.000102207208723499,0.000172527611074299,2.01205234408754e-05,0.000183732546137439,4443.50,67.1013896293778,58.4089051347385,79.2323896146817,87.190426167962,64.3067285166708,-2715423.7,-359180.6,144948.6,97954.8,-16210.7
11/11/2021,7.04,9.03,8.44,6.35,5.89,1.13503716643917e-05,0.000980562960138729,4.76415749730795e-05,1.74650369129489e-05,6.41416503638669e-05,4785.47,51.5531628684284,42.8773772033647,61.9816250034664,92.4371447030325,27.1035138570223,-2714213.9,-359945,144735.2,96703.3,-15419.4
12/11/2021,7.57,10.62,9.48,6.62,6.74,1.02664012211522e-05,0.000142804675449904,1.36452380365888e-05,1.53832466233888e-05,1.21782169348888e-05,4212.46,59.0035055778745,59.6502914550917,77.7656651367147,93.6418629237284,64.5201220589324,-2716024.3,-398469.7,141573.9,96652.3,-16519.4
13/11/2021,9.39,11.52,8.70,6.43,7.70,2.43266289728035e-05,0.000650823545325581,1.35742447354864e-05,1.57467390011778e-05,1.18064485683147e-05,3960.09,44.7786609922981,57.3399784832427,83.8568821355178,84.5623396621817,69.8679995326826,-2740862.7,-650779.3,131764.5,84974.8,-23049.8
14/11/2021,8.69,11.42,9.05,8.43,6.77,0.0029187654830315,0.00515138313879761,0.000273303380117785,1.55052382179855e-05,0.000538513858784161,4128.86,36.800629235338,33.0868349966684,70.1308822347063,76.0967971324605,59.0344918035122,-2744701.4,-784555.7,125053.6,70364.1,-25357.1
15/11/2021,10.10,8.64,11.27,10.14,9.28,0.00394306328681294,0.00059334771667255,0.0050686539474844,6.14798568589545e-05,0.013186973219316,5747.96,41.9175421943311,54.442707779339,26.2611468343207,62.2227968990886,16.8508581310818,-2717187.1,-434792.5,137438.2,90331.5,-16464.6
16/11/2021,10.19,7.48,11.92,10.14,10.22,0.0123703577679461,0.000233745665882084,0.00731826646830863,1.91848352105747e-05,0.0129610837601773,5924.96,15.8755748625425,46.2834177472984,40.7774774125198,57.2644460145278,22.6580802812751,-2719107.7,-388739.3,136835.9,93597.8,-16625.6
17/11/2021,6.83,5.97,11.40,10.69,9.37,0.00696013675511642,0.00010635540307729,0.00538487791604702,0.000138205879143588,0.0142015402609493,4391.53,34.1493618374458,42.0727513546942,19.5889819984111,56.6699956316972,9.7444014400268,-2736833.3,-357323.2,135621.1,93716.9,-20921.8
18/11/2021,5.92,8.79,9.78,11.14,7.74,0.000163811186678178,0.00652756664928169,3.88301061560838e-05,2.66264608668239e-05,0.000282581128316685,3541.36,39.3909831962456,20.5977504901084,66.031954401719,64.7704473463945,56.7030982752569,-2717604.9,-367645.5,133629.7,93424.4,-16558.5
19/11/2021,8.46,10.96,10.19,10.58,7.56,0.00285149455084004,0.00480204869497458,2.48712434486448e-05,1.57643805993805e-05,0.000159471406908966,3388.10,25.0798475195755,27.6811165371818,64.4893054990754,80.8152640181989,39.3713559977409,-2715026.7,-389440.5,132701.9,92872.9,-15284.9
20/11/2021,7.32,8.03,10.28,10.85,8.05,0.000363750605697633,0.000830365326030873,0.00274598897835917,0.000193115436154973,0.000638714156715584,3400.05,33.1885666654711,26.3325785918449,33.0148052189875,50.3005930087699,48.3351915487673,-2737710.8,-608706.3,122584.7,79887.3,-21763
21/11/2021,4.12,4.99,6.70,7.75,4.83,0.000460680322472687,6.64999052533067e-05,0.000334087077737577,0.000425106421049418,0.00049616793853622,3725.57,33.6055915712534,47.0490918565522,57.44349252635,54.369815202376,43.279136342649,-2739775.5,-703128.3,119796.7,70680.8,-24043.9
22/11/2021,-0.50,0.85,1.80,2.69,-0.36,0.00027742318873974,2.47572986345157e-05,0.000128709686383939,0.00116051645130611,0.000408854927322857,6058.30,54.7377842961412,54.5003383209862,68.0528235977238,51.2140121440914,61.153586185832,-2704646.9,-290184.2,141676.8,97464.7,-14590.3
23/11/2021,-1.05,-1.31,-0.73,-1.26,-1.65,0.000826977168799366,4.6783329217148e-05,1.97734525035658e-05,0.000387609910608811,0.00032354173510144,6118.98,37.1093917836336,50.1535641268574,73.2628745257859,68.8013725545841,54.9974883856269,-2696934.1,-174871.3,152149.9,104551.1,-12746.1
24/11/2021,1.55,0.38,-1.60,-2.91,-1.75,0.0014605226951557,0.000310803005834473,1.77091367241011e-05,0.000360182505729524,4.16313213505788e-05,6984.07,24.040098739905,37.6936889808373,73.2001034362574,65.9924162291531,59.557385955435,-2695679.5,-143754.3,159457.4,107037.4,-12594.7
25/11/2021,2.43,1.53,-1.09,-4.53,-0.44,0.000305233934553315,3.60310302686791e-05,7.84646938818384e-05,0.000104666881587409,0.000182669073510387,6366.12,29.0835026747156,40.4136484382587,68.2828828485073,73.0719811636559,44.5348832134062,-2695802.6,-131939.6,164601.3,109112.2,-12898.9
26/11/2021,1.65,2.08,1.15,-0.76,1.93,1.01316401720386e-05,1.03081588056757e-05,1.76825571068924e-05,2.70177863584116e-05,1.04089701485992e-05,5245.56,55.1942014807671,52.0994867033665,65.9403352350752,72.8631705402919,60.5656691100123,-2699873.6,-160699.5,164914.6,105931.1,-14736.1
27/11/2021,2.87,3.64,3.16,1.04,2.21,1.88305256476988e-05,1.02659702780318e-05,1.37995433826163e-05,0.000223167199716253,0.000158726297757096,5207.35,52.9184194375387,49.771928203545,56.0166787259659,35.1498499465202,43.7700942272002,-2723390.1,-405412.5,154513.2,92589,-20959.3
28/11/2021,2.15,2.75,4.66,2.86,3.56,8.12818078191074e-06,1.05115968003465e-05,3.50393603513819e-05,0.000383770064807999,8.5637246040178e-05,5162.92,46.8935231520821,49.8408733068673,44.6189124473444,30.5356875084399,23.9672011145111,-2727487.1,-519028.6,147297,79344.7,-23888.5
29/11/2021,0.53,0.99,2.36,2.37,0.68,4.47832249556808e-05,3.85070060583964e-05,1.21541323980721e-05,5.98233074129577e-05,1.07744202218375e-05,6827.24,53.9939045147902,48.2309827576009,67.4397706550792,59.3126787061473,57.8804284934292,-2695321,-144533.8,161534.3,101276.4,-15164
30/11/2021,0.19,1.81,2.14,1.25,-0.10,0.000253556093273018,0.00133666239318713,4.12053928378387e-05,0.000378322922467551,0.000478051129915579,4821.11,40.17454522093,23.0286596792742,55.7603972308188,61.9381079606852,44.9015780938464,-2689546.7,-95859.5,165478.5,94649.4,-13186.7
01/12/2021,-0.55,2.47,-0.16,-2.73,-3.21,0.000198170103750899,0.000351638874231214,0.000277376257548169,0.00334748749365587,0.000121904848469629,5159.84,33.62387981709,32.2189040376172,39.2496472287129,40.7358037036,54.0456559237276,-2686183.5,-90875.2,169955.3,97682,-12081.2
02/12/2021,-1.34,3.48,-0.12,-2.39,-2.62,0.000262714697785815,0.000732842703128187,0.000961997891152614,0.00541146697089898,0.000671044643203982,5145.52,27.1899659142421,24.3607334100623,17.8801973793403,36.1825297363051,27.4336077782594,-2683720.7,-102319.2,172901.6,109869.2,-12063.1
03/12/2021,-0.25,3.38,3.32,1.67,0.10,0.00132922218420885,0.00306327776820194,0.00244462436410229,0.00145869098333723,0.00326617468855862,4919.65,15.5581157122119,23.3718314095653,13.3638502077602,36.2747031604454,17.6347240101019,-2687059.5,-136538,169666,105785.6,-13275.1
04/12/2021,1.38,2.57,5.22,3.72,2.32,0.000546801508632862,0.00165635833763663,0.000107420656367362,0.00070653352064737,0.00102521369831863,4988.04,31.1280210107143,24.3022117493049,37.3675770059529,46.2725607415932,22.8610803290208,-2713676.7,-376275.5,156900.7,92402.6,-20861.5
05/12/2021,0.35,2.29,4.02,4.52,2.12,0.001100115549758,0.000704687935962911,0.000191800001943383,0.00227755844566993,0.000472892608436203,3998.75,40.7260075566752,34.8399882193963,36.1492658405425,22.4879604542207,35.6814111149304,-2717933.7,-487818.1,149348.9,80280.3,-23817.3
06/12/2021,0.53,3.38,5.30,6.00,3.15,0.000388751062276544,0.00374366443880345,0.000673954574109838,0.0010094951826116,8.12148659110187e-05,6748.15,25.2326995551651,25.2949965013076,21.4346575375494,28.5981199182688,40.11907308481,-2686268.9,-146565.3,160259.9,99941,-15554.2
07/12/2021,2.61,5.57,6.95,6.29,4.60,0.00144445240722919,0.0066482127796809,0.000204842314597441,0.00231247645919002,0.000616263229652408,5828.64,18.9566265743846,26.9954857599526,24.7927389552348,35.7862961355193,18.7194581850084,-2684321.2,-135844,159485,101970.6,-14121.9
08/12/2021,3.63,5.69,5.73,5.56,4.15,0.00147908839202282,0.00228009580248503,0.00821269979353905,0.000603302530161963,0.0065346014147085,5615.62,32.3632211013319,22.4236266103117,20.7307889739994,47.0654209722849,15.3610571024178,-2685743.8,-146610.3,159327.3,103411.7,-13709.6
09/12/2021,1.44,2.53,5.19,6.21,3.79,0.00617821162328075,0.000651347693580654,0.00912229076566261,0.0147627308406144,0.0143191232932447,7067.97,23.9032569618811,32.6811352548532,12.9358699490714,21.7053626824167,13.6717241892728,-2684794.2,-132008.1,159355.8,103004.6,-13762.5
