date,electricity_demand_CZ,electricity_demand_DE,electricity_demand_FR,electricity_demand_HU,electricity_demand_PL,electricity_demand_RO,electricity_demand_SK,irradiance_CZ,irradiance_DE,irradiance_FR,irradiance_HU,irradiance_PL,irradiance_RO,irradiance_SK,air_temp_CZ,air_temp_DE,air_temp_FR,air_temp_HU,air_temp_PL,air_temp_RO,air_temp_SK,price_mwh_eur_DAM
2023-01-01,144065.6,1104622.2,1131234.7,93830,331949.8,103498.7,68008.2,42.304719507916666,33.193571625,44.306754053385,52.123525680583334,32.37236980541667,66.91744878625,29.58313880833333,282.11798541666667,285.18914375,285.47649416666667,281.92554291666664,285.60551833333335,280.70132541666663,278.467955,16.38
2023-01-02,170844.6,1248147.2,1277543.3,101601,396614.3,120249.4,71401.6,36.51644301666666,27.436810591666667,35.73171628471667,49.97199288416667,28.106238735833333,67.46647133124999,21.343104792055417,279.9631170833333,283.24457875,282.9340945833333,280.86249000000004,282.83733416666666,279.8571733333333,278.8474391666667,124.37
2023-01-03,188697.6,1483197.8,1471374.2,114947.5,450283.2,142631.6,79414.2,31.344190492916667,29.33716828333333,51.48963437424833,26.654917245208335,26.885300658333332,60.835303341666666,26.517604852625,278.41129,278.57699125,280.29568375,279.88997708333335,279.12795750000004,279.30546,278.38502750000004,146.63
2023-01-04,192748.2,1501714,1507549.2,115352.3,455547,144835.6,80415.1,22.41285735566667,10.519510233333333,33.89858561488167,50.95678788166666,22.702451566666667,29.7364871275,37.818038296333334,276.78966125,280.51470291666664,281.46768208333333,279.28333208333333,276.87708125,278.0461325,275.95037291666665,118.68
2023-01-05,191022.4,1481254,1463592.1,116466.2,439985.3,145187.5,78870.8,34.18294974416667,22.967825458333333,32.32799936070417,34.315230471666666,18.524184595833333,43.64292215458334,27.237492447083337,281.16691833333334,281.59761625,283.01446125,281.026465,279.6978495833333,278.44603624999996,280.16051583333336,140.40
2023-01-06,186943.6,1409521.4,1449849.4,114964.5,387100.8,145190.3,73760.1,15.443050131666666,20.501904966666668,47.5543836804,47.1747069,16.407123073737583,54.94103431488583,32.72548403995834,279.57042416666667,280.94999083333335,281.9902866666667,280.1511679166667,274.6664575,278.049455,277.8345570833333,121.43
2023-01-07,169172.2,1304640.6,1368350.1,107343.8,386776.7,140993,72711,36.90832193333333,38.136419929166664,50.446129149822916,56.52228869875,21.218978690775,49.79084002634167,40.78936234875,278.9746641666667,280.7095908333333,281.77366333333333,278.14156541666665,276.61677375,275.89851708333333,277.67790375,106.57
2023-01-08,168215.7,1257616.3,1317576.1,104621.8,381285.6,133174.9,74382.1,25.725103215416667,22.309079041666667,33.64010659420416,36.81028911666667,20.585787090220833,49.34522539359167,18.86204244,276.61892125,279.6653833333333,281.6071875,279.4244391666667,276.34460666666666,276.1001841666667,277.52736625,89.00
2023-01-09,194524.8,1530906.8,1552524.1,115875.1,440266.8,145486.9,80299.6,19.53615396625,25.7232307375,48.810545952525,16.400919947916666,12.380234156791667,44.5068470278,13.365669605166666,277.17797708333336,278.55836958333333,279.4345666666667,280.75734041666664,277.40357625,277.32580875,278.7014791666667,134.80
2023-01-10,199224.2,1585511.5,1590249.6,120123.7,456137,149051.8,82845.8,30.885204177083335,29.06680151666667,36.6569345184625,10.811523619583333,12.776001005812502,23.464076560391664,16.360879910416667,276.67928666666666,277.71634208333336,279.8963145833333,279.2804875,277.25899875,278.51558666666665,277.09973333333335,135.14
2023-01-11,201475.7,1598925.8,1567444.2,119528.9,458014.6,152378.1,83326.2,25.229739433749998,14.1143199375,44.207158601516674,55.493810843333335,22.553694138883333,32.03645709258333,55.5727994925,276.02265041666664,279.7508020833333,281.31303083333336,277.8968454166667,276.52762666666666,276.62700333333333,275.7713025,114.89
2023-01-12,200532.6,1609107.6,1572534.4,120513.3,455007.1,154905.9,83891.6,38.558829762916666,13.900312154166665,36.0107499821,42.93412060416667,30.840963459124996,22.704131404916666,42.306732617916666,278.60708208333335,280.78327625000003,281.4871479166667,277.1991854166667,278.8222175,274.93489,275.9662025,118.92
2023-01-13,197422.8,1561979.6,1540560.6,120002.1,452424.2,154268.4,83789.6,28.067017975833334,31.102469554166664,51.71660518872083,40.19059154166666,20.469400041666667,42.4630715945,28.64872558916667,279.3796991666666,280.494755,281.29053541666667,277.1314229166667,279.73281375,275.4961670833333,276.36804,121.28
2023-01-14,171284.5,1374151,1408094.5,109509.8,409974.2,143045.4,76491.7,40.30356115625,21.829539808333333,38.90768359879167,48.848161516666664,35.16448691354167,37.985505498625,41.326309217500004,278.12067583333334,279.6829441666667,281.31343166666665,277.8191266666667,278.67200041666666,275.16465875,276.5830725,100.34
2023-01-15,168238.7,1260266,1386796.2,105320.8,374160.6,132236.9,75001.2,14.684478526249999,27.811536695833336,54.38148859990833,46.71175424166666,11.597629568458332,48.0732927275,18.485368587500002,277.7136433333333,278.53430541666665,279.28238,278.13588666666664,278.2298175,275.4930308333333,276.1004175,92.64
2023-01-16,198939.1,1599889.2,1671124.4,119880.8,440765.3,151483.9,84138.9,55.95237951666667,36.807758323425,41.99729886985417,20.60226337083333,37.855465529583334,45.37541575645833,21.14361209666667,275.14166166666666,276.55743583333333,277.50155,277.85899375,275.89860791666666,275.93958375,275.1768804166667,130.20
2023-01-17,205154.1,1657568.6,1750758.5,121352.1,455196.1,153345.2,85271.4,53.23981505958333,45.524354151306675,40.65079557218083,54.87405457916666,32.607024082916666,57.31033565166666,40.91924625541667,274.60769791666667,274.40876833333334,275.6766508333333,279.22583249999997,275.7867225,279.03785458333334,275.76810916666665,136.22
2023-01-18,207424.3,1677633.2,1821605.8,121578.9,461057.8,150112.7,85710.3,31.604100899166667,39.11429845456016,62.99310566972917,43.50159771666667,17.009679528333333,65.72652515583333,25.945092916666667,273.6644375,272.11471958333334,273.93698083333334,279.63046249999996,274.2855475,282.49759708333335,275.75670541666665,140.77
2023-01-19,209663.9,1679690.3,1867341.7,123047.4,462293,150123.9,86218.2,45.3965620025,37.37573722879042,47.91519261577083,24.432591008333333,27.850036438333333,64.96312717625,22.6587784375,271.64143416666667,272.18870875,273.57525458333333,277.13869125,273.10489791666663,282.4206483333333,274.0739070833333,147.07
2023-01-20,208570.2,1629122.7,1866040.2,122754.9,461578.6,152192.9,86125.6,39.000465141666666,40.4322359906,68.57078201278334,22.898502116666666,28.601731652083334,32.87292174541667,32.0882534025,271.00754083333334,271.9133179166667,273.3880316666667,274.56747916666666,272.4108370833333,279.3302454166667,272.51312791666663,174.60
2023-01-21,183906.4,1423976.9,1751707.4,112346.5,419100.6,142357.9,78733,28.24583319583333,32.276267973337504,72.06722843916667,33.55709115,18.750417984166667,68.26393231583333,49.842509937500004,271.19374958333333,271.6993033333333,272.99707125000003,274.70695416666666,273.34519708333335,276.6377733333333,272.65065625,135.68
2023-01-22,178561.4,1293357.8,1726130.6,106381.6,377353.5,128562.5,76344.3,27.7078799725,26.770382015041665,57.851066732887496,43.307210383333334,21.191575591666666,45.52744876666667,39.11571337083333,271.79234625,273.0144383333333,272.1364766666667,275.9538725,273.7362483333333,278.82145958333336,273.38173208333336,145.84
2023-01-23,208874.7,1615999.8,1914061.3,119741.8,450441.7,151334.1,84498.9,32.59603374375,31.231658727220832,47.011699061416664,55.931704575,22.857237202500002,59.093725382083335,52.14578420833333,272.92165166666666,273.67399125000003,273.37513958333335,278.39614875,273.76942,276.55873875000003,274.8215125,203.02
2023-01-24,210278.3,1652702.5,1882549.7,121524,461603.8,156477.7,85153.7,38.70897989,40.81089720629166,72.39332921858333,52.87452645833333,23.864906316666666,52.05166882500001,66.37976591666667,273.55904625,273.70812958333335,274.5320454166667,277.03514375000003,273.63518416666665,273.72820041666665,274.46231125,203.11
